,id,text,author,category
9050,53053,The only peace is being out of earshot.,Mason Cooley,peace
9051,3182,"I think I would cope like anyone copes with any tragedy. I'm sure I would be very upset for a while and then there would come a point where I would either have to stay in this place of darkness and anger, or I'd have to accept that it happened.",Jason Ritter,anger
9052,15221,"I don't design clothes, I design dreams.",Ralph Lauren,dreams
9053,17867,At every step the child should be allowed to meet the real experience of life the thorns should never be plucked from his roses.,Ellen Key,experience
9054,74239,"We are volcanoes. When we women offer our experience as our truth, as human truth, all the maps change. There are new mountains.",Ursula K. Le Guin,women
9055,50633,For me the visual is just as important as the music.,Christina Aguilera,music
9056,32815,"The principles we live by, in business and in social life, are the most important part of happiness.",Harry Harrison,happiness
9057,7332,"Every day I get up and look through the Forbes list of the richest people in America. If I'm not there, I go to work.",Robert Orben,business
9058,55533,People feel politics isn't about their lives.,David Miliband,politics
9059,45110,Jews were asked when life begins. For them it's when they finally graduate medical school.,Evan Sayet,medical
9060,63977,I've always had an interest in sports across the board.,Gabrielle Union,sports
9061,33026,"According to the Privacy Rights Center, up to 10 million Americans are victims of ID theft each year. They have a right to be notified when their most sensitive health data is stolen.",Luis Gutierrez,health
9062,51592,"You have not found your place until all your faculties are roused, and your whole nature consents and approves of the work you are doing.",Orison Swett Marden,nature
9063,67433,These days there's so much technology and ways you can learn. There are videos and CD roms.,Mick Taylor,technology
9064,47668,"I know why most people never get rich. They put the money ahead of the job. If you just think of the job, the money will automatically follow. This never fails.",Hedy Lamarr,money
9065,7874,"Short cycle business are being impacted by credit, and are being impacted by gasoline prices, food, distribution businesses, chemical business.",Jack Welch,business
9066,39223,A novel that does not uncover a hitherto unknown segment of existence is immoral. Knowledge is the novel's only morality.,Milan Kundera,knowledge
9067,5268,A healthful hunger for a great idea is the beauty and blessedness of life.,Jean Ingelow,beauty
9068,71732,"Brave men rejoice in adversity, just as brave soldiers triumph in war.",Lucius Annaeus Seneca,war
9069,21903,The key to success is to focus our conscious mind on things we desire not things we fear.,Brian Tracy,fear
9070,53885,"There are things that I invented - the creaky geriatric robot that is always grumpy, for example, or the little wheelie guy, he's not in the Hasbro lore. But kids love that stuff - this little guy as a pet on a chain. They gravitate towards it.",Michael Bay,pet
9071,9236,Music can change the world because it can change people.,Bono,change
9072,43134,"We must develop and maintain the capacity to forgive. He who is devoid of the power to forgive is devoid of the power to love. There is some good in the worst of us and some evil in the best of us. When we discover this, we are less prone to hate our enemies.","Martin Luther King, Jr.",love
9073,24090,"Once a woman has forgiven her man, she must not reheat his sins for breakfast.",Marlene Dietrich,forgiveness
9074,61891,"Our science has become terrible, our research dangerous, our findings deadly. We physicists have to make peace with reality. Reality is not as strong as we are. We will ruin reality.",Friedrich Durrenmatt,science
9075,14616,"Wherever there is a design that is highly successful in a broad range of similar environments, it is apt to emerge again and again, independently - the phenomenon known in biology as convergent evolution. I call these designs 'good tricks.'",Daniel Dennett,design
9076,24643,"The Jewish festival of freedom is the oldest continuously observed religious ritual in the world. Across the centuries, Passover has never lost its power to inspire the imagination of successive generations of Jews with its annually re-enacted drama of slavery and liberation.",Jonathan Sacks,freedom
9077,75812,Motherhood is... difficult and... rewarding.,Gloria Estefan,mothersday
9078,44078,Marriage is not a noun it's a verb. It isn't something you get. It's something you do. It's the way you love your partner every day.,Barbara de Angelis,marriage
9079,39715,"There is a universal, intelligent, life force that exists within everyone and everything. It resides within each one of use as a deep wisdom, an inner knowing. We can access this wonderful source of knowledge and wisdom through our intuition, an inner sense that tells us what feels right and true for us at any given moment.",Shakti Gawain,knowledge
9080,41494,"I've studied all my musical life, but learning is only good if you do something constructive with it.",Tony Williams,learning
9081,19519,"As someone with a deep faith in competition and the market, I also know that markets only work with tough enforcement of the rules that guarantee competition and fair play - and that the pressure to break those rules only gets stronger as the amount of money involved gets larger.",Eliot Spitzer,faith
9082,37529,It takes a lot of imagination to be a good photographer. You need less imagination to be a painter because you can invent things. But in photography everything is so ordinary it takes a lot of looking before you learn to see the extraordinary.,David Bailey,imagination
9083,20987,I have a lot of responsibilities outside myself. I have a large family. I want to know I can always be helpful.,Sarah Jessica Parker,family
9084,61325,"I think it's sad to me that I had to make a decision to not play the game that I feel like I'm best at and that I love. But if it was just about the game itself, I'd be there in a heartbeat. But that's not how the real world works.",Tiffeny Milbrett,sad
9085,53521,"Actually, I feel music becoming more and more important. It's a big source of inspiration. With what's going on in the world, we feel almost desperate. Music also brings you peace.",Cecilia Bartoli,peace
9086,63091,Class is not a fixed designation in this country. We are an upwardly mobile society with a lot of movement between income groups.,Paul Ryan,society
9087,36674,I hope girls read what I say in interviews - they should just be themselves.,Taylor Momsen,hope
9088,55234,In politics people give you what they think you deserve and deny you what they think you want.,C. Northcote Parkinson,politics
9089,43957,The bonds of matrimony are like any other bonds - they mature slowly.,Peter De Vries,marriage
9090,36228,"Between the fear that something would happen and the hope that still it wouldn't, there is much more space than one thinks. On that narrow, hard, bare and dark space a lot of us spend their lives.",Ivo Andric,hope
9091,45581,Don't wait for extraordinary opportunities. Seize common occasions and make them great. Weak men wait for opportunities strong men make them.,Orison Swett Marden,men
9092,40753,"English people don't have very good diction. In France you have to pronounce very particularly and clearly, and learning French at an early age helped me enormously.",Vivien Leigh,learning
9093,28024,"God lets everything happen for a reason. It's all a learning process, and you have to go from one level to another.",Mike Tyson,god
9094,49630,I'm a big fan of vampire movies generally and that sort of tradition of characters.,Michael Sheen,movies
9095,20691,"'American Horror' is the debasement of the suburban family, the way a lonely kid would have imagined it in the Seventies.",Rob Sheffield,family
9096,12950,"My dad has always been very proud of me but I think I have exceeded his expectations. When I told him I wanted to be an actor and moved to New York City, I think he assumed I would be playing the guitar on the subway and collecting spare change in my guitar case. The fact that I'm not doing that means that I'm a huge success.",Jesse Tyler Ferguson,dad
9097,70350,Science doesn't in the slightest depend on trust. It depends completely on the belief that you can demonstrate something for yourself.,Walter Gilbert,trust
9098,39641,Is there anything science should not try to explain? Science is knowledge and knowledge is power - power to do good or evil. Sometimes ignorance is bliss.,Paul Davies,knowledge
9099,68779,"Time is the most valuable thing on earth: time to think, time to act, time to extend our fraternal relations, time to become better men, time to become better women, time to become better and more independent citizens.",Samuel Gompers,time
9100,11337,It's just cool to me that Bon Jovi knows my name!,Josh Hopkins,cool
9101,60522,Usually comedy is only available to us ladies in the romantic comedy. That's why I hate romantic comedies.,Sandra Bullock,romantic
9102,54109,"Nothing truly convincing - which would possess thoroughness, vigor, and skill - has been written against the ancients as yet especially not against their poetry.",Karl Wilhelm Friedrich Schlegel,poetry
9103,22264,"I think one of the terrible things today is that people have this deathly fear of food: fear of eggs, say, or fear of butter. Most doctors feel that you can have a little bit of everything.",Julia Child,fear
9104,4824,What was past was past. I suppose that was the general attitude.,V. S. Naipaul,attitude
9105,43877,"Where there's marriage without love, there will be love without marriage.",Benjamin Franklin,marriage
9106,63730,People ask me what I do in winter when there's no baseball. I'll tell you what I do. I stare out the window and wait for spring.,Rogers Hornsby,sports
9107,38660,"I had been involved in U.S. intelligence in Berlin, Germany, while in the military and had worked with a contact with the Central Intelligence Agency office there.",George J. Mitchell,intelligence
9108,3726,"Life is painting a picture, not doing a sum.",Oliver Wendell Holmes,art
9109,2056,"I thank you God for this most amazing day, for the leaping greenly spirits of trees, and for the blue dream of sky and for everything which is natural, which is infinite, which is yes.",e. e. cummings,amazing
9110,27563,"The world is full of people whose notion of a satisfactory future is, in fact, a return to the idealised past.",Robertson Davies,future
9111,28376,"God cannot alter the past, though historians can.",Samuel Butler,god
9112,35927,It is only by not paying one's bills that one can hope to live in the memory of the commercial classes.,Oscar Wilde,hope
9113,1330,"To have striven, to have made the effort, to have been true to certain ideals - this alone is worth the struggle.",William Osler,alone
9114,39077,True knowledge exists in knowing that you know nothing.,Socrates,knowledge
9115,71692,"Cliches about supporting the troops are designed to distract from failed policies, policies promoted by powerful special interests that benefit from war, anything to steer the discussion away from the real reasons the war in Iraq will not end anytime soon.",Ron Paul,war
9116,5609,"I like the idea of accessibility, coming from a lower-middle-class background myself, I feel like beauty and products should be accessible to all women over the world.",Diane Kruger,beauty
9117,44346,Over the years the political establishment has frowned if a mainstream politician mentions marriage.,Iain Duncan Smith,marriage
9118,61410,Touch a scientist and you touch a child.,Ray Bradbury,science
9119,36461,They have a kind of Bob Hope and Bing Crosby thing going on.,Christopher Walken,hope
9120,23880,People will travel anywhere for good food - it's crazy.,Rene Redzepi,food
9121,14189,"We worry about the seemingly ever-increasing number of natural catastrophes. Yet this is mainly a consequence of CNN - we see many more, but the number is roughly constant, and we manage to deal much better with them over time. Globally, the death rate from catastrophes has dropped about fifty-fold over the past century.",Bjorn Lomborg,death
9122,25740,Cleanliness becomes more important when godliness is unlikely.,P. J. O'Rourke,funny
9123,30997,There is no great genius without a mixture of madness.,Aristotle,great
9124,19607,"True fans of the Constitution, like true fans of the national pastime, acknowledge the critical role of human judgment in making tough calls. We don't expect flawless interpretation. We expect good faith. We demand honesty.",Eric Liu,faith
9125,57766,So I just had to step up how I was doing it and the moment that I stepped up and the moment I focused all my energy on that is when things started to happen. So there's a direct relationship between my inspiration and my output.,Talib Kweli,relationship
9126,9730,"It's been really fun to see with each album when I change to see the fans of the show emulate my style and with the first record a lot of the kids in the crowd were wearing neck ties like I was and now you'll see a lot of girls with pink hair. It's cool, it's actually really neat.",Avril Lavigne,change
9127,41547,"It costs a lot to sue a magazine, and it's too bad that we don't have a system where the losing team has to pay the winning team's lawyers.",Carol Burnett,legal
9128,912,"If children are not introduced to music at an early age, I believe something fundamental is actually being taken from them.",Luciano Pavarotti,age
9129,16012,"Education forms the common mind. Just as the twig is bent, the tree's inclined.",Alexander Pope,education
9130,10252,"Today, most young women are exposed to technology at a very young age, with mobile phones, tablets, the Web or social media. They are much more proficient with technology than prior generations since they use it for all their school work, communication and entertainment.",Susan Wojcicki,communication
9131,55812,I'm looking forward to influencing others in a positive way. My message is you can do anything if you just put your mind to it.,Justin Bieber,positive
9132,8588,"I would make tea for Joni Mitchell or clean her car, anything to be in the studio and watch her work.",Sheena Easton,car
9133,14414,"That was always my frustration with so many of these shows, because design is not an ambush... it's a relationship. You have to know how people move and live and work to be able to design for them.",Genevieve Gorder,design
9134,28486,The aim and final end of all music should be none other than the glory of God and the refreshment of the soul.,Johann Sebastian Bach,god
9135,46666,"Miami Beach - that's where I grew up, in a middle-class Jewish family led by my maternal grandfather. Me, my great-grandmother - a Holocaust survivor, who was my roommate - my grandparents, my mom and her brother all shared a four-bedroom house.",Brett Ratner,mom
9136,50747,"Does art have a future? Performance genres like opera, theater, music and dance are thriving all over the world, but the visual arts have been in slow decline for nearly 40 years. No major figure of profound influence has emerged in painting or sculpture since the waning of Pop Art and the birth of Minimalism in the early 1970s.",Camille Paglia,music
9137,21433,Jason Lee is the most famous actor from Hawaii I can think of.,Tia Carrere,famous
9138,73269,"Education makes us more stupid than the brutes. A thousand voices call to us on every hand, but our ears are stopped with wisdom.",Jean Giraudoux,wisdom
9139,37223,There is humor in the specter of the worst disaster in our nation's history. All I have to do is sweep away the debris of shock to find it.,Will Durst,humor
9140,2752,"I grew up with all boys in my family, where there was no place for girlie stuff. But it's amazing to walk into my house now. Everything is pink!",Jerry O'Connell,amazing
9141,26293,"I love funny people, and when I'm with funny people, or people who are amusing in their weirdness, I love it. Because that to me is funny, as opposed to someone who stops and says, 'Hey let me tell you a joke.'",Paul Feig,funny
9142,5955,"I think every person has their own identity and beauty. Everyone being different is what is really beautiful. If we were all the same, it would be boring.",Tila Tequila,beauty
9143,48134,"The way the bankers have kind of toppled the way money is distributed, and taken most of it into their own hands, is as good as Stalin or Hitler.",Mario Batali,money
9144,14954,"While pimples are not as simple as too much milk or sugar in your diet, both have a significant impact. Nutritional deficiencies as well as excesses can worsen acne.",Mark E. Hyman,diet
9145,68953,"I just go where my heart tells me, where my gut tells me to go, where I'm enjoying my life the most, where I feel like I can have the most success. I've truly enjoyed my experience in NASCAR, to the point that I want to do it full time.",Danica Patrick,time
9146,30722,Never go to your high school reunion pregnant or they will think that is all you have done since you graduated.,Erma Bombeck,graduation
9147,26130,The thing I thought about doing it was it's Comic Relief and you've got to be funny. So although I did try to sing properly it obviously has hilarious results when you can't sing.,Jo Brand,funny
9148,54298,"What actually makes poetry poetry is of course impossible to define. We recognize it when we hear it, when we see it, but we can't define it.",Robert Morgan,poetry
9149,66816,"I got started when I was 3 years old because my father was a music teacher and my lessons were free. Instead of learning to walk, you learn to play the piano.",Carla Bley,teacher
9150,6806,The best thing to do is stare it in the face and move on. We have to face our fears and plow through. I think taking chances takes a lot more courage than staying stagnant and doing what's safe and comfortable.,Terri Clark,best
9151,12230,"All that really matters is I have two beautiful kids, and I'm trying to be the best dad I can possibly be, and that's the most important thing of all.",Tiger Woods,dad
9152,3271,"It is only with burning anger that we can speak of this attack by counter-revolutionary reactionary elements against the capital of our country, against our people's democratic order and the power of the working class.",Janos Kadar,anger
9153,30200,"The less government interferes with private pursuits, the better for general prosperity.",Martin Van Buren,government
9154,51368,"I remember a hundred lovely lakes, and recall the fragrant breath of pine and fir and cedar and poplar trees. The trail has strung upon it, as upon a thread of silk, opalescent dawns and saffron sunsets.",Hamlin Garland,nature
9155,27423,"Kids feel so strongly about what's going on today and what's happening to the world, and that's very inspiring. I feel more hopeful than ever before about the future.",Carl Hiaasen,future
9156,30124,"Indiscriminate firing by police on people is absolute barbarism. Instead of solving their problems, the government is trying to suppress the people by force.",Sheikh Hasina,government
9157,16847,Local innovation and initiative can help us better understand how to protect our environment.,Gale Norton,environmental
9158,30875,The greatest mistake we make is living in constant fear that we will make one.,John C. Maxwell,great
9159,59012,"I did an album a long time ago called 'Replicas,' which was entirely science-fiction driven, or science-fantasy. Since then it's been a song here, a song there. It's not really a constant theme. I've written far more about my problems with religion, with God and all that.",Gary Numan,religion
9160,7731,"The business aspect is one of the most important things about having a music career, because every choice you make in a management meeting affects your life a year-and-a-half from now.",Taylor Swift,business
9161,18926,"I have experienced failure as a politician and for that very reason, I am ready to give everything for Japan.",Shinzo Abe,failure
9162,48524,"Too much coffee. Too much coffee and Gatorade. It's a hell of a mix. If you're ever tired in the morning, just try that mix, and tell me what you think.",Kevin Garnett,morning
9163,23534,I love to cook so much. I like to cook everything. I really like to eat my food.,Lea Michele,food
9164,75139,A bachelor is a man who comes to work each morning from a different direction.,Sholom Aleichem,work
9165,28493,"It's really amazing that in the age of unbelief, as a smart man called it, there isn't even more fraud. After all, with no God, there's no one to ever call you to account, and no accounting at all if you can get away with it.",Ben Stein,god
9166,2644,"My heart is so light that it's amazing. I get to play all this grief, all this loss, all this disaster and chaos. It's hysterically funny. I am very light.",Linda Hamilton,amazing
9167,39118,"Data is not information, information is not knowledge, knowledge is not understanding, understanding is not wisdom.",Clifford Stoll,knowledge
9168,6831,A mathematician is a person who can find analogies between theorems a better mathematician is one who can see analogies between proofs and the best mathematician can notice analogies between theories.,Stefan Banach,best
9169,55310,In politics you learn to always smile.,Eliot Spitzer,politics
9170,67822,"The most important role models should and could be parents and teachers. But that said, once you're a teenager you've probably gotten as much of an example from your parents as you're going to.",Andrew Shue,teen
9171,56313,"I think it's almost an indulgence to focus on the dark side of things. And as you get older, you want to focus on the positive.",Rob Brydon,positive
9172,56866,How can you consider flower power outdated? The essence of my lyrics is the desire for peace and harmony. That's all anyone has ever wanted. How could it become outdated?,Robert Plant,power
9173,46684,My mom won't let anyone treat me like a little princess.,Chloe Moretz,mom
9174,39264,"But although all our knowledge begins with experience, it does not follow that it arises from experience.",Immanuel Kant,knowledge
9175,11966,I think that people need to have the courage of their convictions and not be trying to fool people into thinking that they've changed overnight.,Chris Bell,courage
9176,70848,Religion is about turning untested belief into unshakable truth through the power of institutions and the passage of time.,Richard Dawkins,truth
9177,54333,"However, I learned something. I thought that if the young person, the student, has poetry in him or her, to offer them help is like offering a propeller to a bird.",Norman MacCaig,poetry
9178,22486,You're not human if you don't feel fear. But I've learnt to treat fear as an emotion that sharpens me. It's there to give me that edge for what I have to do.,Bear Grylls,fear
9179,69367,"Ours is the century of enforced travel of disappearances. The century of people helplessly seeing others, who were close to them, disappear over the horizon.",John Berger,travel
9180,67170,I understood the importance in principle of public key cryptography but it's all moved much faster than I expected. I did not expect it to be a mainstay of advanced communications technology.,Whitfield Diffie,technology
9181,36343,I enjoy comedy and I hope that people enjoy watching me do it.,David Duchovny,hope
9182,8226,"The movie business is very difficult but the music business is just impossible. So I'll play in bands and record and play songs with other people, but for me it's a form of expression that all I need is me. I don't need cameras or agents, I can just have a piano and sing and feel totally verified.",Jeremy Renner,business
9183,15773,War is eternity jammed into frantic minutes that will fill a lifetime with dreams and nightmares.,John Cory,dreams
9184,25109,"Working with David Cronenberg or Darren Aronofsky or even Steven Soderbergh isn't really like a typical Hollywood movie. These are true artists, and have a certain amount of freedom when they work, and they're more like independent filmmakers making their way through big studios.",Vincent Cassel,freedom
9185,2557,"At 13, when I was a runaway, I was taken in by the most amazing drag queens in Portland, Ore. We didn't always know where our next meal was coming from, but there was so much camaraderie and love. Not to mention, those girls could paint a face, and I learned how because of them.",Rose McGowan,amazing
9186,19370,"For this equilibrium now in sight, let us trust that mankind, as it has occurred in the greatest periods of its past, will find for itself a new code of ethics, common to all, made of tolerance, of courage, and of faith in the Spirit of men.",Albert Claude,faith
9187,57543,"The real issue is not talent as an independent element, but talent in relationship to will, desire, and persistence. Talent without these things vanishes and even modest talent with those characteristics grows.",Milton Glaser,relationship
9188,19179,"Faith must trample under foot all reason, sense, and understanding.",Martin Luther,faith
9189,62419,And the smile that is worth the praises of earth is the smile that shines through tears.,Ella Wheeler Wilcox,smile
9190,29635,Being a good teammate is when you try to sprint down a ball that everyone thinks is going out of bounds. But you go after it anyways and you get it.,Mia Hamm,good
9191,29226,Absences are a good influence in love and keep it bright and delicate.,Robert Louis Stevenson,good
9192,21236,"You do not want to get married at 22! Especially if you're famous, because girls are going to be throwing themselves at you.",Usain Bolt,famous
9193,65967,"Yeah, ideally, I'd probably wish to be more anonymous. But scrutiny and success go together. And I want to be successful.",Paula Radcliffe,success
9194,21928,Fear is the passion of slaves.,Patrick Henry,fear
9195,3453,"Maybe we can show government how to operate better as a result of better architecture. Eventually, I think Chicago will be the most beautiful great city left in the world.",Frank Lloyd Wright,architecture
9196,43831,"We may sooner be brought to love them that hate us, than them that love us more than we would have them do.",Francois de La Rochefoucauld,love
9197,70858,The truth is on the march and nothing will stop it.,Emile Zola,truth
9198,41740,It is simply a fact that the birth rate of our illegal immigrants exceeds that of our legal residents.,John Linder,legal
9199,11703,"I'm a big fan of small business ownership. I think it's the backbone of American innovation. But to be successful, you first have to have the courage to go for it.",Bill Rancic,courage
9200,30751,"At the School of Visual Arts in New York, you can get your degree in Net art, which is really a fantastic way of thinking of theater in new ways.",Laurie Anderson,graduation
9201,8321,"Back in the mid-1970s, we adopted some fairly ambitious goals to improve efficiency of our cars. What did we get? We got a tremendous boost in efficiency.",Jay Inslee,car
9202,11569,"Every man has his own courage, and is betrayed because he seeks in himself the courage of other persons.",Ralph Waldo Emerson,courage
9203,16143,Sixty years ago I knew everything now I know nothing education is a progressive discovery of our own ignorance.,Will Durant,education
9204,62023,"I believe very strongly, and have fought since many years ago - at least over 30 years ago - to get architecture not just within schools, but architecture talked about under history, geography, science, technology, art.",Richard Rogers,science
9205,74715,Most of what we call management consists of making it difficult for people to get their work done.,Peter Drucker,work
9206,46958,My dad was a good athlete. My mom had longevity. There were some athletic genes that certainly got passed down.,Hale Irwin,mom
9207,41587,No oppression is so heavy or lasting as that which is inflicted by the perversion and exorbitance of legal authority.,Joseph Addison,legal
9208,10668,It's cool when fans spend so much time making things for me. It means a lot.,Justin Bieber,cool
9209,69211,"Travel in all the four quarters of the earth, yet you will find nothing anywhere. Whatever there is, is only here.",Ramakrishna,travel
9210,68238,"Man will occasionally stumble over the truth, but most of the time he will pick himself up and continue on.",Winston Churchill,time
9211,18622,The failure of world leaders to act on the critical issue of global warming is often blamed on economic considerations.,David Suzuki,failure
9212,30381,"If marriage really is a sacred institution, then why is the government controlling it, especially in a nation that affirms separation of church and state?",Tony Campolo,government
9213,334,Old age and the passage of time teach all things.,Sophocles,age
9214,23736,"Especially for me, growing up in such a small town in the middle of nowhere, the desire to be away was incredible. I wanted to see new lands, meet new people from the city, and meet people that were in much less fortunate situations than I was, so that I could be more appreciative of my present. At least I had food on the table.",Garrett Hedlund,food
9215,67632,"We can just assume they have much more and powerful, more advanced technology, all the new computers, everything could be much more easier and help them to build much more and many more nuclear weapons.",Mordechai Vanunu,technology
9216,19780,"I can't really put it in one sentence because although on one hand Preacher is about faith and yes it is also about, I suppose, the search for God, the search for faith and the manipulation and the abuse committed by figures in whom I suppose people have faith.",Garth Ennis,faith
9217,59345,"Religious suffering is at once the expression of real suffering and a protest against real suffering. Religion is the sigh of the oppressed creature, the sentiment of the heartless world, as it is the soul of soulless condition. It is the opium of the people.",John Desmond Bernal,religion
9218,4224,"Life is short, the art long.",Hippocrates,art
9219,68588,"Instead of leading the world by how much we borrow, it's time that we make sure we lead the world in how much we build and create and invest.",Mitt Romney,time
9220,55321,"I'm not driven to get back into politics. It's not on my top five things to do before I die, but saying that, I may be in politics in the next year or the next ten years. I've been on the front line for 12 years, four in state government, eight on the national level.",J. C. Watts,politics
9221,13210,Dodi got a lot of criticism when he began dating Princess Diana. No one seemed to think he was good enough for her.,Lorna Luft,dating
9222,75366,"Every man should have laws of his own, I should think commandments of his own, for every man has a different set of circumstances wherein to work - or worry.",Gilbert Parker,work
9223,62379,"I was really bright as a kid and tested well, and it was clear that I was going to get scholarships to any schools I wanted. My dad always said I could be an engineer at that time it was the elite of society: steady job, working in science, which was then the answer to every problem we had. It was kind of a mandate. Kind of a dream he had for me.",James Wood,science
9224,21038,"Being big and famous doesn't get you more freedom, it gets you less.",Robert Wyatt,famous
9225,9088,We all have big changes in our lives that are more or less a second chance.,Harrison Ford,change
9226,61292,"I often say the last role I played that really touched me and where I was able to access what I really am was Bonnie, which is kind of sad when you think how early in my career that was.",Faye Dunaway,sad
9227,46007,"Man is not the creature of circumstances, circumstances are the creatures of men. We are free agents, and man is more powerful than matter.",Benjamin Disraeli,men
9228,4880,"When you retire, it's a place in life, a part of the journey. You just don't quit work you develop an attitude where you can do what you please.",Tom T. Hall,attitude
9229,2821,"Success breeds volume, and it's just amazing how many young writers, artists, and musicians there are in town.",Steven Curtis Chapman,amazing
9230,58319,There is a positive and personal relationship between the Egyptian people and the Syrian people.,Mohammed Morsi,relationship
9231,49423,"If I wanted to make spy movies for the rest of my life, that would be one thing, but I don't want to just make spy movies.",Daniel Craig,movies
9232,14962,"I have been following a vegan diet now since the 1980s, and find it not only healthier, but also much more attractive than the chunks of meat that were on my plate as a child.",Neal Barnard,diet
9233,64330,Professional sports is a business.,Lynn Swann,sports
9234,70233,"Americans have been given goals to achieve in Iraq, but not the standards by which to measure progress. And the only assurance Americans have been given that we can reach those goals is to trust the President and his Administration at their word.",Patrick J. Kennedy,trust
9235,64338,"I like sports, and swimming is my favorite. Doing physical exercises keeps one fit and healthy and helps one work more efficiently. I think we all need to strike a balance between work and relaxation. This can keep us energetic and help us do our job better.",Xi Jinping,sports
9236,37073,The comic is the perception of the opposite humor is the feeling of it.,Umberto Eco,humor
9237,33518,"We must seek to persuade member states and institutions that better regulation in Europe does not mean cutting health and safety in the workplace, nor does it mean dismantling social standards.",John Hutton,health
9238,71121,There is nothing so agonizing to the fine skin of vanity as the application of a rough truth.,Edward G. Bulwer-Lytton,truth
9239,13676,"Here I am trying to live, or rather, I am trying to teach the death within me how to live.",Jean Cocteau,death
9240,38157,"A human being has so many skins inside, covering the depths of the heart. We know so many things, but we don't know ourselves! Why, thirty or forty skins or hides, as thick and hard as an ox's or bear's, cover the soul. Go into your own ground and learn to know yourself there.",Meister Eckhart,inspirational
9241,44474,"Seeing unhappiness in the marriage of friends, I was content to have chosen music and laughter as a substitute for a husband.",Elsa Maxwell,marriage
9242,48403,"When I first broke through, there was only NBC, CBS and ABC, and they had news in the morning and in the evening - there wasn't no 24-hour news.",Dick Gregory,morning
9243,16986,"And secondly, I would impose a significant state landfill tipping fee and use that tipping fee to fund the billion dollar bond issue that I want to create to produce the funds for all of the environmental challenges that we just went over.",Ed Rendell,environmental
9244,40131,"If you don't understand that you work for your mislabeled 'subordinates,' then you know nothing of leadership. You know only tyranny.",Dee Hock,leadership
9245,44114,One should believe in marriage as in the immortality of the soul.,Honore de Balzac,marriage
9246,45647,Men are only as loyal as their options.,Bill Maher,men
9247,74717,"As a housewife, I feel that if the kids are still alive when my husband gets home from work, then hey, I've done my job.",Roseanne Barr,work
9248,67033,Technology is anything that wasn't around when you were born.,Alan Kay,technology
9249,27199,"For all my years in public life, I have believed that America must sail toward the shores of liberty and justice for all. There is no end to that journey, only the next great voyage. We know the future will outlast all of us, but I believe that all of us will live on in the future we make.",Edward Kennedy,future
9250,43889,A journey is like marriage. The certain way to be wrong is to think you control it.,John Steinbeck,marriage
9251,50875,I like to hang out with my friends. I love music. I like to go to the movies. I like to eat. I like to cook.,Joan Jett,music
9252,66051,We were called The Toilets originally - we were flushed with success.,Mike Peters,success
9253,18521,The only real failure in life is one not learned from.,Anthony J. D'Angelo,failure
9254,337,"Children rarely want to know who their parents were before they were parents, and when age finally stirs their curiosity, there is no parent left to tell them.",Russell Baker,age
9255,38223,"Every song you're trying to find something that going to connect in different ways but for me the songs that I'm really drawn to are inspirational, songs that lift you and that everybody can relate to no matter where you're from.",Rodney Atkins,inspirational
9256,2760,"If we get the capabilities, NATO, along with the European Union, can do amazing things.",Lord Robertson,amazing
9257,10641,I am always looking for a cool tee shirt maybe one with a rock band or an old advertisement.,Bridget Hall,cool
9258,31966,"Happiness will come from materialism, not from meaning.",Andrei Platonov,happiness
9259,25344,"Love is friendship that has caught fire. It is quiet understanding, mutual confidence, sharing and forgiving. It is loyalty through good and bad times. It settles for less than perfection and makes allowances for human weaknesses.",Ann Landers,friendship
9260,37792,"Vision gets the dreams started. Dreaming employs your God-given imagination to reinforce the vision. Both are part of something I believe is absolutely necessary to building the life of a champion, a winner, a person of high character who is consistently at the top of whatever game he or she is in.",Emmitt Smith,imagination
9261,45965,"And remember, where you have a concentration of power in a few hands, all too frequently men with the mentality of gangsters get control. History has proven that.",Lord Acton,men
9262,59888,"I think it's important for artists to work together. It's great for fans to see, like, Ludacris came out to our show in Atlanta and kinda made a surprise appearance there, it shows a mutual respect for what each other does.",Jason Aldean,respect
9263,62647,"I think ultimately I make people happy: Whether I'm doing the stage show, giving somebody a makeover, or designing clothing, the end goal is to make people smile.",Carson Kressley,smile
9264,15392,"When violence becomes imbedded in a region, then this affects everything. It affects your dreams, your fantasies and relationships, and your religion becomes violent, too.",Karen Armstrong,dreams
9265,66554,"My happiest memory of childhood was my first birthday in reform school. This teacher took an interest in me. In fact, he gave me the first birthday presents I ever got: a box of Cracker Jacks and a can of ABC shoe polish.",Flip Wilson,teacher
9266,57517,The person who needs the other person the least in a relationship is the stronger member.,Doug Coupland,relationship
9267,39057,"For beautiful eyes, look for the good in others for beautiful lips, speak only words of kindness and for poise, walk with the knowledge that you are never alone.",Audrey Hepburn,knowledge
9268,48961,The newspaper is a marvelous medium. It is extraordinarily convenient and cheap. Let's see. This one cost 75 cents. Now that's a little high. I bought it when I was downtown this morning.,Harrison Salisbury,morning
9269,28715,"We have domesticated God's transcendence. We often learn about God at about the same time as we are learning about Santa Claus but our ideas about Santa Claus change, mature and become more nuanced, whereas our ideas of God can remain at a rather infantile level.",Karen Armstrong,god
9270,65193,Always bear in mind that your own resolution to succeed is more important than any other.,Abraham Lincoln,success
9271,55945,"People don't really understand, but having people stare, and point, and take pictures, even if it is in a positive framework, is quite isolating there's no two ways about it. You feel a little bit, you know, freakish.",Emma Watson,positive
